#DATE: 6-22-95    
#HULL #995  RUN #019      
#USS SCOTT NGFS SCENARIOS USING GPS       
#
#TIME    NORTH   EAST
#        METERS  METERS
#
14:21:19.655	58259	87671
14:21:20.655	58261	87673
14:21:21.655	58264	87674
14:21:22.655	58265	87674
14:21:23.655	58265	87674
14:21:24.655	58267	87675
14:21:25.655	58269	87674
14:21:26.655	58270	87674
14:21:27.655	58272	87674
14:21:28.655	58273	87674
14:21:29.655	58274	87675
14:21:30.655	58276	87675
14:21:31.655	58276	87675
14:21:32.655	58277	87676
14:21:33.655	58279	87676
14:21:34.654	58280	87676
14:21:35.654	58281	87676
14:21:36.654	58283	87676
14:21:37.654	58285	87677
14:21:38.654	58286	87677
14:21:39.654	58288	87677
14:21:42.655	58293	87677
14:21:43.655	58296	87677
14:21:44.655	58297	87678
14:21:45.655	58299	87678
14:21:46.655	58301	87678
14:21:47.655	58302	87679
14:21:48.655	58304	87678
14:21:49.655	58304	87678
14:21:50.656	58307	87680
14:21:51.656	58308	87680
14:21:52.655	58310	87680
14:21:53.655	58312	87681
14:21:54.656	58314	87680
14:21:55.657	58315	87681
14:21:56.657	58317	87682
14:21:57.657	58319	87682
14:21:58.657	58320	87682
14:21:59.657	58322	87681
14:22:00.655	58322	87681
14:22:01.655	58324	87682
14:22:02.655	58325	87683
14:22:03.655	58326	87683
14:22:04.655	58328	87683
14:22:05.655	58329	87683
14:22:06.655	58331	87683
14:22:07.655	58333	87683
14:22:08.655	58335	87684
14:22:09.655	58336	87685
14:22:10.655	58338	87685
14:22:11.655	58338	87686
14:22:12.655	58340	87685
14:22:13.655	58343	87684
14:22:14.655	58343	87684
14:22:15.655	58346	87684
14:22:16.655	58347	87684
14:22:17.655	58348	87684
14:22:18.655	58349	87685
14:22:19.655	58350	87684
14:22:20.655	58352	87684
14:22:21.655	58353	87684
14:22:22.656	58355	87685
14:22:23.656	58356	87685
14:22:24.655	58357	87686
14:22:25.655	58357	87686
14:22:26.655	58360	87685
14:22:27.655	58362	87685
14:22:28.655	58365	87685
14:22:29.655	58365	87685
14:22:30.655	58367	87686
14:22:31.655	58368	87686
14:22:32.655	58369	87687
14:22:33.655	58370	87686
14:22:34.655	58372	87686
14:22:35.655	58372	87687
14:22:36.655	58374	87686
14:22:37.655	58376	87686
14:22:38.655	58378	87685
14:22:39.655	58378	87685
14:22:40.655	58382	87685
14:22:41.655	58383	87685
14:22:42.655	58385	87687
14:22:43.655	58387	87687
14:22:44.655	58387	87687
14:22:45.655	58389	87686
14:22:46.654	58391	87686
14:22:47.654	58391	87686
14:22:48.654	58394	87686
14:22:49.654	58397	87686
14:22:50.654	58397	87686
14:22:51.654	58398	87686
14:22:52.654	58399	87687
14:22:53.654	58401	87687
14:22:54.656	58402	87687
14:22:55.656	58403	87686
14:22:56.656	58404	87686
14:22:57.656	58406	87686
14:22:58.656	58408	87687
14:22:59.656	58409	87687
14:23:00.656	58412	87686
14:23:01.656	58412	87687
14:23:02.654	58414	87687
14:23:03.654	58415	87686
14:23:04.654	58417	87687
14:23:05.654	58418	87687
14:23:06.655	58419	87687
14:23:07.655	58421	87687
14:23:08.656	58422	87686
14:23:09.656	58423	87686
14:23:10.656	58425	87687
14:23:11.656	58427	87687
14:23:12.656	58427	87687
14:23:13.654	58430	87688
14:23:14.654	58430	87688
14:23:15.654	58432	87688
14:23:16.654	58433	87689
14:23:17.654	58435	87689
14:23:18.654	58437	87689
14:23:19.654	58438	87689
14:23:20.654	58441	87689
14:23:21.654	58441	87689
14:23:22.654	58444	87688
14:23:23.654	58446	87689
14:23:24.654	58446	87690
14:23:25.654	58447	87690
14:23:26.654	58447	87690
14:23:27.654	58449	87690
14:23:28.654	58451	87689
14:23:29.654	58454	87689
14:23:30.654	58455	87690
14:23:31.654	58456	87691
14:23:32.654	58458	87692
14:23:33.654	58459	87691
14:23:34.654	58460	87692
14:23:35.654	58462	87692
14:23:36.655	58464	87692
14:23:37.654	58466	87692
14:23:38.654	58467	87692
14:23:39.654	58469	87691
14:23:40.654	58469	87691
14:23:41.654	58471	87691
14:23:42.654	58473	87692
14:23:43.654	58475	87692
14:23:44.654	58477	87692
14:23:45.654	58478	87693
14:23:46.654	58480	87693
14:23:47.654	58481	87693
14:23:48.654	58483	87693
14:23:51.654	58487	87693
14:23:52.654	58488	87692
14:23:55.654	58492	87694
14:23:56.654	58494	87694
14:23:57.654	58495	87694
14:23:58.654	58497	87694
14:23:59.654	58499	87693
14:24:00.654	58500	87693
14:24:01.654	58500	87693
14:24:02.654	58503	87694
14:24:03.654	58504	87695
14:24:04.654	58506	87695
14:24:05.654	58508	87694
14:24:06.655	58509	87694
14:24:07.655	58510	87695
14:24:08.655	58511	87696
14:24:09.655	58513	87696
14:24:10.655	58514	87696
14:24:11.655	58515	87697
14:24:12.655	58517	87698
14:24:13.655	58519	87697
14:24:14.718	58520	87697
14:24:15.718	58523	87697
14:24:16.718	58523	87697
14:24:17.718	58525	87698
14:24:21.719	58531	87698
14:24:22.719	58532	87699
14:24:25.718	58538	87700
14:24:26.718	58539	87700
14:24:27.718	58541	87700
14:24:28.718	58541	87701
14:24:29.718	58543	87701
14:24:30.718	58545	87701
14:24:31.718	58545	87701
14:24:32.718	58545	87701
14:24:33.718	58547	87701
14:24:34.718	58550	87700
14:24:35.718	58552	87701
14:24:36.718	58554	87701
14:24:37.718	58555	87701
14:24:38.718	58556	87702
14:24:39.718	58559	87702
14:24:40.718	58560	87702
14:24:41.718	58561	87703
14:24:45.718	58565	87704
14:24:46.718	58568	87704
14:24:49.718	58572	87704
14:24:50.718	58573	87704
14:24:51.718	58573	87704
14:24:52.718	58575	87704
14:24:53.718	58577	87704
14:24:57.718	58584	87705
14:24:58.718	58586	87705
14:24:59.718	58586	87705
14:25:00.718	58588	87705
14:25:01.718	58589	87705
14:25:03.718	58592	87705
14:25:04.718	58593	87705
14:25:05.718	58595	87705
14:25:06.718	58596	87705
14:25:07.718	58599	87705
14:25:08.718	58600	87705
14:25:09.718	58602	87705
14:25:10.718	58603	87706
14:25:13.718	58608	87707
14:25:14.718	58609	87707
14:25:15.718	58611	87707
14:25:16.718	58612	87707
14:25:17.718	58613	87707
14:25:18.717	58615	87707
14:25:19.717	58617	87707
14:25:22.717	58620	87706
14:25:23.717	58622	87707
14:25:24.717	58623	87707
14:25:25.717	58624	87707
14:25:26.717	58626	87707
14:25:27.717	58627	87707
14:25:28.717	58631	87708
14:25:29.717	58632	87708
14:25:30.717	58633	87708
14:25:33.718	58637	87708
14:25:34.718	58637	87708
14:25:35.718	58640	87708
14:25:39.717	58645	87708
14:25:40.717	58646	87709
14:25:41.717	58647	87709
14:25:42.717	58649	87708
14:25:45.717	58653	87710
14:25:46.717	58655	87710
14:25:47.717	58657	87709
14:25:48.717	58658	87709
14:25:49.717	58659	87709
14:25:50.717	58662	87709
14:25:51.717	58663	87710
14:25:52.717	58663	87710
14:25:53.717	58665	87710
14:25:54.717	58668	87710
14:25:55.717	58669	87711
14:25:56.717	58671	87710
14:25:57.717	58673	87710
14:25:58.717	58674	87710
14:25:59.717	58675	87711
14:26:00.717	58677	87711
14:26:01.717	58679	87711
14:26:02.717	58681	87711
14:26:03.717	58682	87711
14:26:04.717	58684	87711
