#DATE: 6-22-95    
#HULL #995  RUN #019      
#USS SCOTT NGFS SCENARIOS USING GPS       
#
#TIME    NORTH   EAST
#        METERS  METERS
#
14:26:05.717	58685	87711
14:26:06.717	58686	87712
14:26:07.717	58687	87713
14:26:08.717	58689	87713
14:26:09.717	58690	87713
14:26:10.717	58691	87713
14:26:11.717	58693	87713
14:26:12.717	58694	87714
14:26:13.717	58696	87714
14:26:14.717	58698	87714
14:26:15.717	58701	87714
14:26:16.717	58702	87713
14:26:17.717	58703	87713
14:26:18.717	58705	87713
14:26:19.717	58706	87714
14:26:20.717	58708	87714
14:26:21.717	58709	87715
14:26:22.717	58710	87715
14:26:23.717	58711	87715
14:26:24.717	58713	87715
14:26:25.717	58714	87715
14:26:26.717	58716	87715
14:26:27.717	58717	87715
14:26:28.717	58719	87715
14:26:29.717	58720	87715
14:26:30.777	58722	87716
14:26:34.777	58726	87718
14:26:35.777	58728	87718
14:26:36.777	58730	87718
14:26:39.777	58734	87718
14:26:40.777	58736	87717
14:26:41.779	58737	87718
14:26:42.779	58738	87718
14:26:43.779	58739	87719
14:26:44.779	58742	87719
14:26:45.779	58744	87719
14:26:46.839	58744	87720
14:26:47.839	58746	87720
14:26:48.839	58747	87720
14:26:49.839	58749	87721
14:26:50.839	58751	87720
14:26:51.839	58751	87720
14:26:52.839	58754	87720
14:26:53.839	58755	87720
14:26:54.839	58757	87721
14:26:57.839	58762	87722
14:26:58.839	58762	87722
14:26:59.839	58764	87722
14:27:00.839	58765	87723
14:27:01.839	58767	87723
14:27:02.839	58770	87722
14:27:03.839	58771	87723
14:27:04.839	58773	87723
14:27:05.839	58774	87723
14:27:06.839	58775	87724
14:27:07.839	58775	87724
14:27:08.839	58775	87724
14:27:09.839	58777	87724
14:27:10.839	58779	87724
14:27:11.839	58781	87724
14:27:12.839	58783	87724
14:27:13.839	58786	87725
14:27:14.839	58786	87725
14:27:15.839	58788	87725
14:27:16.839	58789	87725
14:27:17.839	58791	87724
14:27:18.839	58792	87725
14:27:19.839	58793	87726
14:27:20.839	58795	87725
14:27:21.839	58796	87726
14:27:22.839	58798	87726
14:27:23.839	58800	87726
14:27:24.839	58801	87726
14:27:25.839	58804	87726
14:27:26.839	58805	87726
14:27:27.839	58806	87726
14:27:28.839	58807	87727
14:27:29.839	58809	87727
14:27:30.839	58811	87727
14:27:31.839	58811	87727
14:27:32.839	58812	87727
14:27:33.839	58815	87727
14:27:34.839	58817	87728
14:27:35.839	58819	87728
14:27:36.839	58820	87728
14:27:37.839	58822	87728
14:27:38.839	58823	87728
14:27:39.839	58824	87728
14:27:40.839	58825	87728
14:27:41.839	58827	87728
14:27:42.900	58829	87729
14:27:43.900	58831	87729
14:27:44.900	58833	87729
14:27:45.901	58833	87729
14:27:46.901	58836	87730
14:27:47.901	58838	87729
14:27:48.901	58838	87730
14:27:50.966	58841	87730
14:27:51.966	58843	87729
14:27:52.966	58845	87730
14:27:53.966	58846	87729
14:27:54.966	58847	87729
14:27:55.966	58847	87729
14:27:56.966	58851	87730
14:27:57.966	58852	87730
14:27:58.966	58854	87729
14:27:59.966	58854	87729
14:28:00.966	58856	87730
14:28:01.966	58858	87730
14:28:02.966	58859	87730
14:28:03.966	58861	87730
14:28:04.966	58863	87730
14:28:05.965	58863	87730
14:28:06.965	58863	87730
14:28:07.966	58866	87730
14:28:08.965	58867	87730
14:28:09.965	58868	87731
14:28:10.965	58870	87731
14:28:11.965	58871	87731
14:28:12.965	58873	87731
14:28:13.965	58875	87732
14:28:14.965	58877	87731
14:28:15.965	58879	87731
14:28:16.965	58880	87731
14:28:17.965	58882	87730
14:28:18.965	58883	87730
14:28:19.965	58886	87730
14:28:20.965	58886	87731
14:28:21.966	58888	87731
14:28:22.965	58889	87731
14:28:23.965	58890	87731
14:28:24.965	58890	87733
14:28:25.965	58890	87733
14:28:26.965	58895	87733
14:28:27.965	58897	87733
14:28:28.965	58898	87732
14:28:29.965	58899	87732
14:28:30.965	58901	87732
14:28:31.965	58902	87732
14:28:32.965	58904	87733
14:28:33.965	58904	87733
14:28:34.965	58905	87734
14:28:35.965	58909	87734
14:28:36.965	58909	87735
14:28:37.965	58912	87735
14:28:38.965	58913	87735
14:28:39.965	58915	87734
14:28:40.965	58915	87734
14:28:41.965	58917	87733
14:28:42.965	58919	87733
14:28:43.965	58921	87734
14:28:44.965	58922	87735
14:28:45.965	58923	87734
14:28:46.965	58924	87734
14:28:47.965	58926	87734
14:28:48.965	58927	87735
14:28:49.965	58929	87735
14:28:50.965	58931	87735
14:28:51.965	58933	87735
14:28:52.965	58933	87735
14:28:53.966	58935	87735
14:28:54.966	58935	87735
14:28:55.966	58937	87736
14:28:56.966	58940	87736
14:28:57.965	58942	87736
14:28:58.966	58943	87736
14:28:59.965	58946	87736
14:29:00.965	58947	87736
14:29:01.966	58948	87736
14:29:02.966	58949	87736
14:29:05.966	58953	87736
14:29:06.966	58955	87736
14:29:07.966	58955	87736
14:29:08.966	58958	87736
14:29:09.965	58959	87736
14:29:10.965	58962	87736
14:29:11.965	58964	87737
14:29:12.965	58965	87738
14:29:13.965	58967	87737
14:29:14.965	58968	87737
14:29:15.965	58969	87737
14:29:16.965	58971	87738
14:29:17.965	58972	87738
14:29:18.965	58973	87738
14:29:19.965	58975	87737
14:29:20.965	58976	87738
14:29:21.965	58978	87738
14:29:22.965	58979	87739
14:29:23.965	58981	87739
14:29:24.965	58982	87739
14:29:25.964	58983	87739
14:29:26.964	58985	87739
14:29:28.964	58985	87739
#
14:29:29.964	58985	87739
14:29:30.964	58985	87739
14:29:31.964	58985	87739
14:29:32.964	58985	87739
14:29:33.964	58985	87739
14:29:34.964	58985	87739
14:29:35.964	58985	87739
14:29:36.964	58985	87739
14:29:37.964	58985	87739
14:29:38.964	58985	87739
#
#        STD DEV 19.79628342
#        MEAN    87707.49554
