#DATE: 5-5-98             
#HULL #187  RUN #001              
#
#
#TIME    MRHX6(0)-PT 1   MRHY6(0)-PT 1   MRV6 (0)-PT 1
#        YD      YD      YD
#
06:08:53.859	25198.2334	11551.96606	313.2497559
06:08:57.360	24632.77515	11267.0564	305.4685059
06:08:57.860	24554.35718	11238.03247	273.9824219
06:08:58.109	24511.02734	11219.80298	236.4970703
06:08:58.359	24452.16968	11207.55786	278.1276855
06:08:58.611	24400.68457	11192.00952	272.8154297
06:08:59.680	24264.19604	11130.33057	237.5366211
06:08:59.931	24108.06519	11058.95239	243.6894531
06:09:00.181	24081.79932	11048.14868	222.8745117
06:09:00.431	24042.66504	11028.75488	204.5109863
06:09:00.681	24062.90283	11026.13574	166.5776367
06:09:00.931	24006.12109	10998.78638	182.1120605
06:09:01.180	23902.95215	10954.07764	236.3339844
06:09:01.430	23921.61353	10967.61279	256.46875
06:09:01.680	23824.91528	10916.9751	280.3688965
06:09:01.930	23794.0542	10905.91187	437.614502
06:09:02.180	23798.52271	10892.68628	451.5808105
06:09:02.431	23711.62061	10866.7583	391.5810547
06:09:02.680	23664.99829	10850.31665	397.1506348
06:09:02.930	23638.76294	10846.27344	361.045166
06:09:03.180	23579.3916	10828.2793	434.9763184
06:09:03.431	23528.37573	10787.60815	436.8984375
06:09:03.681	23497.45996	10761.11719	433.7844238
06:09:03.931	23452.93311	10740.86011	445.7631836
06:09:04.181	23421.53809	10711.0769	453.8549805
06:09:04.431	23388.52905	10692.63354	471.9194336
06:09:04.680	23307.23022	10639.698	394.3903809
06:09:04.930	23315.83105	10631.29175	385.8186035
06:09:05.180	23240.83228	10617.70508	288.5036621
06:09:05.431	23206.25586	10607.21045	274.8215332
06:09:05.680	23161.52856	10581.19507	249.3413086
06:09:05.930	23128.18408	10561.62622	181.0073242
06:09:06.180	23052.16919	10537.19434	170.0322266
06:09:06.431	23023.07593	10516.56274	197.6420898
06:09:06.680	22968.4502	10512.42944	171.5209961
06:09:06.931	22914.47754	10482.1792	219.1953125
06:09:07.180	22870.54004	10461.24438	154.5656738
06:09:07.430	22828.40649	10439.07837	184.5556641
06:09:07.680	22783.77026	10413.88818	212.6342773
06:09:07.930	22783.2561	10397.48706	278.3671875
06:09:08.180	22687.38721	10376.88574	197.184082
06:09:08.431	22684.76709	10362.2146	157.4926758
06:09:08.681	22649.96411	10346.32983	178.6040039
06:09:08.931	22624.87842	10328.31299	180.9384766
06:09:09.180	22503.43994	10287.76685	318.8178711
